"user_input_text","sttTime","sentence","gptTimePerSentence","ttsTimePerSentence","avatarPerSentence","avatarPer1SecMean"
"음식 가지고 싸웠어요",0.798,"그 상황에서 태휘 씨는 어떤 감정을 느꼈나요?",0,1.682,3.623,0.9000237584114075
"안녕. 요새 우울해서 왔어.",1.036,"안녕하세요,",2.417,1.248,6.389,6.367793321609497
"안녕. 요새 우울해서 왔어.",1.036,"태휘 씨.",0.001,0.811,1.285,1.2699644565582275
"안녕. 요새 우울해서 왔어.",1.036,"우울한 기분 때문에 오셨군요.",0.001,1.948,2.919,0.9662768840789795
"안녕. 요새 우울해서 왔어.",1.036,"어떤 이유로 그렇게 느끼시나요?",0,1.304,2.208,1.0932421684265137
"요새 너무 힘들어",0.626,"그렇군요.",7.547,1.033,1.4,1.3790009021759033
"요새 너무 힘들어",0.626,"이건 태휘 씨만의 문제가 아니에요.",0,1.942,3.022,0.9977936744689941
"요새 너무 힘들어",0.626,"다른 사람들도 비슷한 문제들을 다 겪고 있으니 너무 걱정하지 마세요.",0.001,2.14,4.718,0.7809094985326132
"요새 너무 힘들어",0.626,"어떤 점이 가장 힘드신가요?",0,2.169,2.317,1.1478500366210938
"몰라 친구들이 괴롭혀",0.736,"그렇군요.",2.328,1.043,1.402,1.3831465244293213
"몰라 친구들이 괴롭혀",0.736,"친구들이 괴롭히는 상황이 정말 힘들 것 같아요.",0.001,1.392,3.592,0.8901782631874084
"몰라 친구들이 괴롭혀",0.736,"구체적으로 어떤 상황에서 그런 일이 일어났는지 말씀해주실 수 있나요?",0.001,2.095,4.836,0.8008754253387451
"생선 먹기 싫은데 자꾸 먹으래",1.403,"생선을 먹기 싫은데 친구들이 자꾸 강요하는 상황이군요.",2.26,1.097,4.155,0.8246445178985595
"생선 먹기 싫은데 자꾸 먹으래",1.403,"그런 상황에서 태휘 씨는 어떤 감정을 느끼시나요?",0.001,3.094,3.563,0.8825830221176147
"짜증나",1.966,"짜증이 나는 건 정말 자연스러운 일이에요.",1.959,1.608,3.498,0.8666769862174988
"짜증나",1.966,"그럴 때 태휘 씨는 어떻게 대처하고 있나요?",0.002,1.977,2.835,0.9363017082214355
"안 먹겠다고 뭐 챙겨",0.843,"안 먹겠다고 하는 태휘 씨의 용기 있는 행동이네요.",2.111,1.58,3.649,0.9045530557632446
"안 먹겠다고 뭐 챙겨",0.843,"친구들이 그 말을 들었을 때 반응은 어땠나요?",0,1.371,3.635,0.9012323617935181
"친구들 강제로 먹일라 그래",0.996,"그런 상황은 정말 힘들겠어요.",2.824,2.027,2.946,0.9725588162740072
"친구들 강제로 먹일라 그래",0.996,"친구들이 왜 그렇게 행동하는지 생각해본 적 있나요?",0.001,2.142,3.55,0.8799203038215637
"아니, 없어.",0.684,"그렇군요.",4.291,1.412,1.407,1.3875391483306885
"아니, 없어.",0.684,"친구들이 왜 그런 행동을 하는지 이해하기 어려울 수 있어요.",0,1.428,4.29,0.8530901432037353
"아니, 없어.",0.684,"태휘 씨가 느끼는 감정도 중요하니까,",0,1.938,2.985,0.9857161045074463
"아니, 없어.",0.684,"그 감정을 잘 돌봐주세요.",0.001,1.788,2.339,1.1562941074371338
"안녕. 요새 너무 힘들어.",1.069,"안녕하세요,",2.92,1.866,1.504,1.4865562915802002
"안녕. 요새 너무 힘들어.",1.069,"태휘 씨.",0,1.307,1.483,1.4642696380615234
"안녕. 요새 너무 힘들어.",1.069,"힘든 일이 많으신가 봐요.",0,1.176,2.189,1.0804736614227295
"안녕. 요새 너무 힘들어.",1.069,"어떤 이유로 오셨는지 말씀해 주실 수 있을까요?",0,1.737,3.697,0.9170939326286316
"많아봤자 한 10ms 차이네 일이 잘 안되서 힘들어",1.145,"그렇군요.",2.301,1.499,1.528,1.5124638080596924
"많아봤자 한 10ms 차이네 일이 잘 안되서 힘들어",1.145,"이건 태휘 씨만의 문제가 아니에요.",0.002,1.807,2.952,0.9765261014302572
"많아봤자 한 10ms 차이네 일이 잘 안되서 힘들어",1.145,"다른 사람들도 비슷한 문제들을 다 겪고 있으니 너무 걱정하지 마세요.",0.003,1.853,5.077,0.8410696983337402
"많아봤자 한 10ms 차이네 일이 잘 안되서 힘들어",1.145,"어떤 부분에서 일이 잘 안 풀리는지 좀 더 자세히 말씀해 주실 수 있을까요?",0.001,2.016,5.193,0.8603436946868896
"몰라, 그냥 하는 게 잘 안 돼.",0.852,"태휘 씨,",2.322,0.854,1.54,1.5220110416412354
"몰라, 그냥 하는 게 잘 안 돼.",0.852,"어떤 상황에서 특히 더 안 된다고 느끼시나요?",0.001,1.61,3.676,0.9132016897201538
"몰라, 그냥 하는 게 잘 안 돼.",0.852,"구체적인 예시가 있다면 말씀해 주세요.",0.001,1.957,2.915,0.9620493253072103
"어... 코딩이 너무 어려워",1.321,"코딩이 어려운 건 자연스러운 일이에요.",2.364,1.839,2.963,0.9781794548034668
"어... 코딩이 너무 어려워",1.321,"많은 사람들이 처음엔 비슷한 어려움을 겪어요.",0,1.809,3.701,0.9192842841148376
"어... 코딩이 너무 어려워",1.321,"어떤 부분이 가장 어렵게 느껴지시나요?",0.001,2.377,3.028,0.9996065298716227
